"","proteinId","dsmoduleColors","MEblue","MEbrown","MEgrey","MEturquoise","ecNum","definition","pathway","gotermID","gotermType","goAcc","kogID","kogdefine","kogClass","iprId","iprDesc","...15","Feature","Record.Id","Function","GeneID","condition","expression"
"11",101304,"blue",0.78909136161167,-0.0702466039950708,-0.102437622653818,-0.870842925181498,NA,NA,NA,NA,NA,NA,"KOG1947","Leucine rich repeat proteins, some proteins contain F-box","General function prediction only",NA,NA,4474,"RDEBS07666","RDEBS07666","DNA repair protein RAD7","jgi.p|Debsub1|101304","cont",734.540302341411
"12",101481,"turquoise",-0.793597057169692,0.0350475230555166,0.271789985518844,0.773515516972264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4379,"RDEBS08183","RDEBS08183","DASH complex subunit, Hsk3 type protein","jgi.p|Debsub1|101481","cont",172.735311347669
"13",101544,"blue",0.944771491466428,-0.337834840474686,-0.400470960734069,-0.900713341226232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4276,"RDEBS08737","RDEBS08737","Hypothetical protein","jgi.p|Debsub1|101544","cont",1363.61240977343
"14",101685,"turquoise",0.934464129725439,-0.157177768728636,-0.185249315947834,-0.943533015384897,NA,NA,NA,NA,NA,NA,"KOG2316","Predicted ATPase (PP-loop superfamily)","General function prediction only",NA,NA,4319,"RDEBS08939","RDEBS08939",NA,"jgi.p|Debsub1|101685","cont",355.020892313118
"15",101903,"turquoise",-0.85431934866676,0.0404431929662393,0.110679269438507,0.976378872143531,"3.5.1.-","In linear amides.","Nicotinate and nicotinamide metabolism","4924, 10005, 2805, 6078, 6380, 11049, 11050, 19211, 19212, 19328, 21832","nitrogen compound metabolic process, hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, histone deacetylase activity, protein N-terminal asparagine amidohydrolase activity, UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity, iprodione amidohydrolase activity, (3,5-dichlorophenylurea)acetate amidohydrolase activity, N2-acetyl-L-lysine deacetylase activity, O-succinylbenzoate synthase activity, indoleacetamide hydrolase activity, N-acetylgalactosamine-6-phosphate deacetylase activity","GO:0006807, GO:0016810, GO:0004407, GO:0008418, GO:0008759, GO:0018748, GO:0018749, GO:0043747, GO:0043748, GO:0043864, GO:0047419","KOG0806","Carbon-nitrogen hydrolase","Amino acid transport and metabolism",NA,NA,4253,"RDEBS08799","RDEBS08799","Protein N-terminal amidase (EC 3.5.1.-)","jgi.p|Debsub1|101903","cont",543.534909985815
"16",101958,"turquoise",-0.782535547821626,-0.082649185410924,0.204208571688866,0.989471057766002,NA,NA,NA,NA,NA,NA,"KOG3292","Predicted membrane protein","Function unknown",NA,NA,4411,"RDEBS08394","RDEBS08394","Hypothetical protein","jgi.p|Debsub1|101958","cont",221.732346778018
"17",101969,"turquoise",0.925615832143997,-0.244246736085543,-0.270733001005441,-0.913843860005247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4146,"RDEBS09392","RDEBS09392","Hypothetical protein","jgi.p|Debsub1|101969","cont",615.369546676072
"18",101974,"blue",0.780158322188903,-0.296149469608726,-0.27660762703549,-0.795402645706399,NA,NA,NA,"3043, 3736, 4602, 3045, 3046, 3047, 3048, 3049, 3050, 3051, 3057, 3061, 3062, 3063, 3065, 3067, 3068, 3070, 3071, 3072, 3074, 3076, 3077, 3084, 6004, 6005, 6015, 6196, 10102, 10103, 11472, 12154, 17037","protein kinase activity, ATP binding, protein amino acid phosphorylation, protein serine/threonine kinase activity, transmembrane receptor protein serine/threonine kinase activity, 3-phosphoinositide-dependent protein kinase activity, DNA-dependent protein kinase activity, AMP-activated protein kinase activity, casein kinase activity, casein kinase I activity, cyclic nucleotide-dependent protein kinase activity, eukaryotic translation initiation factor 2alpha kinase activity, galactosyltransferase-associated kinase activity, glycogen synthase kinase 3 activity, calcium-dependent protein kinase C activity, atypical protein kinase C activity, receptor signaling protein serine/threonine kinase activity, NF-kappaB-inducing kinase activity, JUN kinase activity, JUN kinase kinase kinase activity, MAP kinase kinase activity, MAP/ERK kinase kinase activity, ribosomal protein S6 kinase activity, Janus kinase activity, MAP kinase 1 activity, MP kinase activity, MAP kinase kinase kinase kinase activity, JUN kinase kinase activity, MAP kinase 2 activity, SAP kinase activity, transmembrane receptor protein kinase activity, cyclin-dependent protein kinase activating kinase activity, GTP-dependent protein kinase activity","GO:0004672, GO:0005524, GO:0006468, GO:0004674, GO:0004675, GO:0004676, GO:0004677, GO:0004679, GO:0004680, GO:0004681, GO:0004690, GO:0004694, GO:0004695, GO:0004696, GO:0004698, GO:0004700, GO:0004702, GO:0004704, GO:0004705, GO:0004706, GO:0004708, GO:0004710, GO:0004711, GO:0004718, GO:0008338, GO:0008339, GO:0008349, GO:0008545, GO:0016908, GO:0016909, GO:0019199, GO:0019912, GO:0034211","KOG0032","Ca2+/calmodulin-dependent protein kinase, EF-Hand protein superfamily","Signal transduction mechanisms",NA,NA,4271,"RDEBS09211","RDEBS09211","Probable serine/threonine-protein kinase YKL171W (EC 2.7.1.-)","jgi.p|Debsub1|101974","cont",429.346903686274
"19",102128,"blue",0.738606055582123,-0.321399491932752,-0.335006945755337,-0.776912968589095,NA,NA,NA,"3425, 3827, 17205","Rho guanyl-nucleotide exchange factor activity, intracellular, regulation of Rho protein signal transduction","GO:0005089, GO:0005622, GO:0035023","KOG3519","Invasion-inducing protein TIAM1/CDC24 and related RhoGEF GTPases","Signal transduction mechanisms",NA,NA,4213,"RDEBS09534","RDEBS09534",NA,"jgi.p|Debsub1|102128","cont",7.88935316251374
"20",102199,"blue",0.972436695126077,-0.449718492118904,-0.400409780130715,-0.84474544295524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4168,"RDEBS09782","RDEBS09782","Hypothetical protein","jgi.p|Debsub1|102199","cont",342.148789784807
"21",102216,"blue",0.611993706700537,-0.4114655285578,-0.413879644914127,-0.395052266753318,"2.8.1.6","Biotin synthase.","Biotin metabolism","2518, 6710, 2290, 24783","biotin synthase activity, biotin biosynthetic process, catalytic activity, iron-sulfur cluster binding","GO:0004076, GO:0009102, GO:0003824, GO:0051536","KOG2900","Biotin synthase","Coenzyme transport and metabolism",NA,NA,4160,"RDEBS09828","RDEBS09828","Biotin synthase (EC 2.8.1.6)","jgi.p|Debsub1|102216","cont",2762.10406510744
"22",102242,"blue",-0.92908603221917,0.555964337372954,0.29918569224883,0.775816765113816,NA,NA,NA,"576, 3838, 5143, 5160","chromosome, pericentric region, nucleus, cell cycle, mitosis","GO:0000775, GO:0005634, GO:0007049, GO:0007067",NA,NA,NA,NA,NA,4000,"RDEBS10216","RDEBS10216","Centromere protein mis12","jgi.p|Debsub1|102242","cont",280.694880939963
"23",102248,"turquoise",-0.842468240792975,0.227016581246112,0.437178921036895,0.95281330517337,NA,NA,NA,"3935, 6212, 8400, 3936, 4994, 8790","mitochondrial inner membrane, protein transporter activity, protein transport, mitochondrial inner membrane presequence translocase complex, intracellular protein transport, P-P-bond-hydrolysis-driven protein transmembrane transporter activity","GO:0005743, GO:0008565, GO:0015031, GO:0005744, GO:0006886, GO:0015450","KOG3324","Mitochondrial import inner membrane translocase, subunit TIM23","Intracellular trafficking, secretion, and vesicular transport",NA,NA,4062,"RDEBS10413","RDEBS10413","Mitochondrial import inner membrane translocase subunit TIM23","jgi.p|Debsub1|102248","cont",1454.96281481306
"24",102313,"turquoise",0.663324540474957,-0.0261149978940301,-0.262040055342191,-0.893989067407789,"2.4.1.11","Glycogen (starch) synthase.","Starch and sucrose metabolism","2779, 4146","glycogen (starch) synthase activity, glycogen biosynthetic process","GO:0004373, GO:0005978","KOG3742","Glycogen synthase","Carbohydrate transport and metabolism",NA,NA,3916,"RDEBS10815","RDEBS10815","Glycogen [starch] synthase (EC 2.4.1.11)","jgi.p|Debsub1|102313","cont",1376.06928318792
"25",102350,"turquoise",-0.478066384435385,0.00333668982576491,0.585112944853063,0.468864786439392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3895,"RDEBS10889","RDEBS10889",NA,"jgi.p|Debsub1|102350","cont",4.15229113816513
"26",102697,"turquoise",-0.803344395625316,-0.0131860377336879,0.35475004568985,0.986917153422389,NA,NA,NA,"3052","protein kinase CK2 activity","GO:0004682","KOG0255","Synaptic vesicle transporter SVOP and related transporters (major facilitator superfamily)","General function prediction only",NA,NA,3792,"RDEBS11927","RDEBS11927","Transporter, MFS superfamily","jgi.p|Debsub1|102697","cont",675.16253906565
"27",102731,"turquoise",-0.895351402410151,0.295065050233162,0.205910054722559,0.939999758340057,NA,NA,NA,NA,NA,NA,"KOG4756","Mitochondrial ribosomal protein L27","Translation, ribosomal structure and biogenesis",NA,NA,3678,"RDEBS12129","RDEBS12129","LSU ribosomal protein MRPL27","jgi.p|Debsub1|102731","cont",633.639627683998
"28",102788,"blue",0.915941516905803,-0.429031564929945,-0.207707373406981,-0.671275331192118,NA,NA,NA,"3708","binding","GO:0005488","KOG4524","Uncharacterized conserved protein","Function unknown",NA,NA,3653,"RDEBS12172","RDEBS12172","3-beta-hydroxysteroid-delta(8),delta(7)-isomerase (EC 5.3.3.5)","jgi.p|Debsub1|102788","cont",231.282616395798
"29",102920,"turquoise",-0.769775036489797,0.0733116214354732,0.38149187044277,0.96110598011122,NA,NA,NA,"3737, 5344, 2378, 3727, 4994, 5019, 5250, 3827, 8400","GTP binding, small GTPase mediated signal transduction, GTPase activity, protein binding, intracellular protein transport, nucleocytoplasmic transport, signal transduction, intracellular, protein transport","GO:0005525, GO:0007264, GO:0003924, GO:0005515, GO:0006886, GO:0006913, GO:0007165, GO:0005622, GO:0015031","KOG0084","GTPase Rab1/YPT1, small G protein superfamily, and related GTP-binding proteins","Signal transduction mechanisms , Intracellular trafficking, secretion, and vesicular transport",NA,NA,3595,"RDEBS12502","RDEBS12502","GTPase (EC 3.6.1.-)","jgi.p|Debsub1|102920","cont",2326.1134956001
"30",102921,"turquoise",-0.809763654897647,-0.035465415041183,0.22196206638433,0.996910203886306,NA,NA,NA,"9321","integral to membrane","GO:0016021","KOG4561","Uncharacterized conserved protein, contains TBC domain","General function prediction only , Signal transduction mechanisms",NA,NA,3591,"RDEBS12524","RDEBS12524","Hypothetical membrane spanning protein","jgi.p|Debsub1|102921","cont",971.63612633064
"31",103015,"turquoise",-0.828319596795306,-0.0104588864937132,0.143813440504695,0.965190215507841,NA,NA,NA,"2227, 3827, 4025, 4556","structural constituent of ribosome, intracellular, ribosome, translation","GO:0003735, GO:0005622, GO:0005840, GO:0006412",NA,NA,NA,NA,NA,3522,"RDEBS13051","RDEBS13051","SSU ribosomal protein S8P","jgi.p|Debsub1|103015","cont",490.385583417302
"32",103097,"turquoise",-0.729710994440462,-0.0291641451012553,0.176052706016,0.963785090594711,NA,NA,NA,"9292, 9691, 21355, 21380","ATP synthesis coupled proton transport, proton-transporting two-sector ATPase complex, hydrogen ion transporting ATP synthase activity, rotational mechanism, hydrogen ion transporting ATPase activity, rotational mechanism","GO:0015986, GO:0016469, GO:0046933, GO:0046961",NA,NA,NA,NA,NA,3556,"RDEBS13295","RDEBS13295","ATP synthase J chain (EC 3.6.3.14)","jgi.p|Debsub1|103097","cont",2696.91309423825
"33",103121,"blue",0.879668292292338,-0.366718722073361,-0.239294572259773,-0.677060675403124,NA,NA,NA,"2175, 3827, 5939","nucleic acid binding, intracellular, zinc ion binding","GO:0003676, GO:0005622, GO:0008270","KOG4727","U1-like Zn-finger protein","General function prediction only",NA,NA,3485,"RDEBS13190","RDEBS13190","U4/U6.U5 snRNP protein","jgi.p|Debsub1|103121","cont",75.9869278284218
"34",103195,"turquoise",-0.691514751502744,-0.0390385958406229,0.481537075404318,0.917493624787354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3452,"RDEBS13420","RDEBS13420",NA,"jgi.p|Debsub1|103195","cont",1060.07992757356
"35",103215,"blue",0.83086285236764,-0.475918170494224,-0.259269772297208,-0.480751988407309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3465,"RDEBS13373","RDEBS13373","Hypothetical protein","jgi.p|Debsub1|103215","cont",364.155932817082
"36",103275,"turquoise",0.763265416141622,0.0142821063572374,-0.183503673914504,-0.941452919801522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3417,"RDEBS13686","RDEBS13686",NA,"jgi.p|Debsub1|103275","cont",280.279651826146
"37",103277,"turquoise",-0.732611459216146,-0.0473046248846911,0.308150213880662,0.951959859369401,NA,NA,NA,"2227, 3827, 4025, 4556","structural constituent of ribosome, intracellular, ribosome, translation","GO:0003735, GO:0005622, GO:0005840, GO:0006412","KOG4612","Mitochondrial ribosomal protein L34","Translation, ribosomal structure and biogenesis",NA,NA,3390,"RDEBS13861","RDEBS13861","LSU ribosomal protein L34P","jgi.p|Debsub1|103277","cont",385.332617621724
"38",103304,"blue",-0.953358677818682,0.466365561021446,0.292000188999312,0.833373055196541,"2.7.6.1","Ribose-phosphate pyrophosphokinase.","Purine metabolism","281, 3115, 6762, 19387, 6770","magnesium ion binding, ribose phosphate diphosphokinase activity, ribonucleoside monophosphate biosynthetic process, cellular biosynthetic process, nucleotide biosynthetic process","GO:0000287, GO:0004749, GO:0009156, GO:0044249, GO:0009165","KOG1448","Ribose-phosphate pyrophosphokinase","Amino acid transport and metabolism , Nucleotide transport and metabolism",NA,NA,3380,"RDEBS14283","RDEBS14283","Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)","jgi.p|Debsub1|103304","cont",1577.04017427512
"39",103323,"turquoise",-0.706665154578299,-0.0400898714125093,0.253905444827584,0.956930892726217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3100,"RDEBS15183","RDEBS15183","Succinyl-CoA synthetase, alpha subunit-related enzymes","jgi.p|Debsub1|103323","cont",746.997175755906
"40",103611,"turquoise",-0.695510330450588,-0.13861511942128,0.175469406501775,0.967673159317436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3189,"RDEBS15330","RDEBS15330",NA,"jgi.p|Debsub1|103611","cont",187.268330331247
"41",103641,"turquoise",-0.831855148775721,0.0269666254112659,0.320558844469528,0.995619456754589,NA,NA,NA,NA,NA,NA,"KOG0767","Mitochondrial phosphate carrier protein","Energy production and conversion",NA,NA,3062,"RDEBS16070","RDEBS16070","Mitochondrial phosphate carrier protein","jgi.p|Debsub1|103641","cont",1399.32211356165
"42",103654,"blue",0.982903430112069,-0.366248184473804,-0.342806326853597,-0.867147417579879,"5.3.4.1","Protein disulfide isomerase.","\N","2234","protein disulfide isomerase activity","GO:0003756","KOG0191","Thioredoxin/protein disulfide isomerase","Posttranslational modification, protein turnover, chaperones",NA,NA,3049,"RDEBS16141","RDEBS16141","Protein disulfide isomerase (EC 5.3.4.1)","jgi.p|Debsub1|103654","cont",803.053106121136
"43",103705,"turquoise",0.765656062417111,0.099122707576027,-0.153385657103036,-0.855108938669006,NA,NA,NA,"2176, 3736, 4429, 5778, 162, 10269","DNA binding, ATP binding, DNA replication initiation, DNA-dependent ATPase activity, nucleotide binding, nucleoside-triphosphatase activity","GO:0003677, GO:0005524, GO:0006270, GO:0008094, GO:0000166, GO:0017111","KOG0482","DNA replication licensing factor, MCM7 component","Replication, recombination and repair",NA,NA,2859,"RDEBS16843","RDEBS16843","DNA replication licensing factor MCM7","jgi.p|Debsub1|103705","cont",1173.85270475928
"44",103749,"blue",0.956101192839041,-0.54827919614929,-0.35703760758801,-0.721261402411045,"3.4.11.-","Aminopeptidases.","\N","5909, 5939, 9560","metallopeptidase activity, zinc ion binding, alanine aminopeptidase activity","GO:0008237, GO:0008270, GO:0016284","KOG1046","Puromycin-sensitive aminopeptidase and related aminopeptidases","Amino acid transport and metabolism , Posttranslational modification, protein turnover, chaperones",NA,NA,2878,"RDEBS16659","RDEBS16659","Membrane alanine aminopeptidase (EC 3.4.11.2)","jgi.p|Debsub1|103749","cont",879.455263063374
"45",103909,"turquoise",-0.713379205430098,-0.232288857144227,0.104771014928738,0.94336601829634,"1.14.11.-","With 2-oxoglutarate as one donor, and incorporation of one","\N","4283, 9710, 648, 7860, 10908, 12048, 19199","electron transport, oxidoreductase activity, sulfonate dioxygenase activity, 2-oxoglutarate-dependent dioxygenase activity, 2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity, procollagen-proline dioxygenase activity, DNA-N1-methyladenine dioxygenase activity","GO:0006118, GO:0016491, GO:0000907, GO:0010302, GO:0018602, GO:0019798, GO:0043734",NA,NA,NA,NA,NA,2865,"RDEBS16732","RDEBS16732","Sulfonate/alpha -Ketoglutarate Dioxygenase (EC 1.14.11.17)","jgi.p|Debsub1|103909","cont",9194.00303812523
"46",104115,"turquoise",-0.871486792270414,0.12144249355474,0.0552502210095246,0.921323239356672,NA,NA,NA,"3782, 18060","extracellular region, cell wall biogenesis","GO:0005576, GO:0042546",NA,NA,NA,NA,NA,2788,"RDEBS17617","RDEBS17617","Beta 1,6-glucan synthesis protein","jgi.p|Debsub1|104115","cont",3715.88533954397
"47",104119,"turquoise",-0.817599396898938,-0.0307313482672055,-0.0143323602445847,0.901134540268091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2695,"RDEBS17528","RDEBS17528",NA,"jgi.p|Debsub1|104119","cont",680.145288431448
"48",104144,"blue",0.934917478219583,-0.537656128353735,-0.36452195926039,-0.813637323066161,"6.2.1.3","Long-chain-fatty-acid--CoA ligase.","Fatty acid metabolism","2290, 5830, 2861, 8961, 14792, 14793, 14794","catalytic activity, metabolic process, long-chain-fatty-acid-CoA ligase activity, fatty-acid ligase activity, short-chain-fatty-acid-CoA ligase activity, medium-chain-fatty-acid-CoA ligase activity, very-long-chain-fatty-acid-CoA ligase activity","GO:0003824, GO:0008152, GO:0004467, GO:0015645, GO:0031955, GO:0031956, GO:0031957","KOG1256","Long-chain acyl-CoA synthetases (AMP-forming)","Lipid transport and metabolism",NA,NA,2741,"RDEBS17349","RDEBS17349","Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)","jgi.p|Debsub1|104144","cont",1987.70176783965
"49",104149,"turquoise",0.944255173237658,-0.188163251913937,-0.311912247461513,-0.932354987086769,"6.1.1.3","Threonine--tRNA ligase.","Glycine, serine and threonine metabolism","162, 3172, 3736, 3930, 4556, 4561, 3189, 4578, 10071, 18535","nucleotide binding, aminoacyl-tRNA ligase activity, ATP binding, cytoplasm, translation, tRNA aminoacylation for protein translation, threonine-tRNA ligase activity, threonyl-tRNA aminoacylation, ligase activity, forming aminoacyl-tRNA and related compounds, tRNA aminoacylation","GO:0000166, GO:0004812, GO:0005524, GO:0005737, GO:0006412, GO:0006418, GO:0004829, GO:0006435, GO:0016876, GO:0043039","KOG1637","Threonyl-tRNA synthetase","Translation, ribosomal structure and biogenesis",NA,NA,2802,"RDEBS17540","RDEBS17540","Threonyl-tRNA synthetase (EC 6.1.1.3)","jgi.p|Debsub1|104149","cont",3067.7126928764
"50",104157,"blue",-0.889340105644259,0.688988495356464,0.333434307089417,0.664690244458618,NA,NA,NA,NA,NA,NA,"KOG4157","beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain","Carbohydrate transport and metabolism , Posttranslational modification, protein turnover, chaperones",NA,NA,2688,"RDEBS17747","RDEBS17747",NA,"jgi.p|Debsub1|104157","cont",2175.80055639853
"51",104258,"turquoise",-0.816963748084821,-0.00684093907701662,0.120135549913075,0.987499208515239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2829,"RDEBS16979","RDEBS16979","Suppressor protein MPT4","jgi.p|Debsub1|104258","cont",11164.6804122984
"52",104604,"turquoise",-0.808427663604234,0.0558769135385503,-0.0862015089538708,0.9044703043462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2619,"RDEBS18044","RDEBS18044",NA,"jgi.p|Debsub1|104604","cont",105.468194909394
"53",104657,"turquoise",-0.842160935029025,0.118949353806935,0.351960468478396,0.971518317092402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2728,"RDEBS17951","RDEBS17951","Hypothetical membrane spanning protein","jgi.p|Debsub1|104657","cont",759.454049170402
"54",104662,"turquoise",-0.738186876212954,-0.0288884479455503,0.397065213400094,0.960243734249229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2615,"RDEBS18076","RDEBS18076","Hypothetical protein","jgi.p|Debsub1|104662","cont",484.157146710054
"55",104715,"blue",0.925217835106118,-0.488633311011453,-0.394455824562741,-0.66000922158997,NA,NA,NA,NA,NA,NA,"KOG2444","WD40 repeat protein","General function prediction only",NA,NA,2564,"RDEBS18180","RDEBS18180","WD-repeat family protein","jgi.p|Debsub1|104715","cont",428.516445458641
"56",104873,"blue",0.979872502050562,-0.543126781885778,-0.415021318668451,-0.827603590644488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2480,"RDEBS19363","RDEBS19363","Hypothetical protein","jgi.p|Debsub1|104873","cont",240.417656899761
"57",104887,"blue",0.959903894308493,-0.416770250635619,-0.462261396592636,-0.856705758881307,"2.3.1.42","Glycerone-phosphate O-acyltransferase.","Glycerolipid metabolism","5830, 6075, 9563","metabolic process, acyltransferase activity, glycerone-phosphate O-acyltransferase activity","GO:0008152, GO:0008415, GO:0016287","KOG3730","Acyl-CoA:dihydroxyactetone-phosphate acyltransferase DHAPAT","Lipid transport and metabolism",NA,NA,2496,"RDEBS18873","RDEBS18873","GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE (EC 2.3.1.15) / DIHYDROXYACETONE PHOSPHATE ACYLTRANSFERASE (EC 2.3.1.42)","jgi.p|Debsub1|104887","cont",1411.77898697614
"58",104890,"blue",0.93085772132839,-0.467685917446103,-0.494632870569833,-0.731705164891221,"5.2.1.8","Peptidylprolyl isomerase.","\N","2233, 4591, 2975, 12948, 17567","peptidyl-prolyl cis-trans isomerase activity, protein folding, cyclophilin, FK506-sensitive peptidyl-prolyl cis-trans isomerase, cyclophilin-type peptidyl-prolyl cis-trans isomerase activity","GO:0003755, GO:0006457, GO:0004600, GO:0030051, GO:0042027","KOG0885","Peptidyl-prolyl cis-trans isomerase","Posttranslational modification, protein turnover, chaperones",NA,NA,2651,"RDEBS18788","RDEBS18788","Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)","jgi.p|Debsub1|104890","cont",142.423586039064
"59",105008,"turquoise",0.814657729298363,-0.0278577465354078,-0.0754488344616587,-0.886127374434363,NA,NA,NA,"2196, 3838, 4504, 5939, 2176, 4499","transcription factor activity, nucleus, regulation of transcription, DNA-dependent, zinc ion binding, DNA binding, transcription","GO:0003700, GO:0005634, GO:0006355, GO:0008270, GO:0003677, GO:0006350",NA,NA,NA,NA,NA,2388,"RDEBS19168","RDEBS19168","Transcriptional regulator","jgi.p|Debsub1|105008","cont",383.671701166458
